2026-03-28 21:08:11,270 | pddl_planner.planner | DEBUG | Building SSA for predicate: the agent is holding any objects
2026-03-28 21:09:01,315 | pddl_planner.llm | DEBUG | Substitution: {?V40: orange} between "is on top of(orange, red)" and "block  is directly above block(?V40, red)"
2026-03-28 21:09:01,315 | pddl_planner.llm | DEBUG | Permutation: (orange,) for keys [?V40]
2026-03-28 21:09:01,315 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:01,315 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:01,315 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:01,315 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:01,316 | pddl_planner.llm | DEBUG | Substitution: {?V59: red} between "is on top of(orange, red)" and "block  is directly above block(orange, ?V59)"
2026-03-28 21:09:01,316 | pddl_planner.llm | DEBUG | Permutation: (red,) for keys [?V59]
2026-03-28 21:09:01,316 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:01,316 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:01,316 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:01,317 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:01,318 | pddl_planner.llm | DEBUG | Substitution: {?V40: orange} between "is on top of(orange, red)" and "block  is directly above block(?V40, red)"
2026-03-28 21:09:01,318 | pddl_planner.llm | DEBUG | Permutation: (orange,) for keys [?V40]
2026-03-28 21:09:01,318 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:01,318 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:01,318 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:01,318 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:01,318 | pddl_planner.llm | DEBUG | Substitution: {?V59: red} between "is on top of(orange, red)" and "block  is directly above block(orange, ?V59)"
2026-03-28 21:09:01,318 | pddl_planner.llm | DEBUG | Permutation: (red,) for keys [?V59]
2026-03-28 21:09:01,318 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:01,318 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:01,318 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:01,320 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:01,320 | pddl_planner.llm | DEBUG | Substitution: {?V40: orange} between "is on top of(orange, red)" and "block  is directly above block(?V40, red)"
2026-03-28 21:09:01,321 | pddl_planner.llm | DEBUG | Permutation: (orange,) for keys [?V40]
2026-03-28 21:09:01,321 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:01,321 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:01,321 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:01,321 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:01,321 | pddl_planner.llm | DEBUG | Substitution: {?V59: red} between "is on top of(orange, red)" and "block  is directly above block(orange, ?V59)"
2026-03-28 21:09:01,321 | pddl_planner.llm | DEBUG | Permutation: (red,) for keys [?V59]
2026-03-28 21:09:01,322 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:01,322 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:01,322 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:01,327 | pddl_planner.planner | INFO | Predicate "?V40 is on top of red" (name="is on top of") not in domain — attempting LLM entailment
2026-03-28 21:09:01,327 | pddl_planner.llm | INFO | Checking entailment for "?V40 is on top of red"
2026-03-28 21:09:01,327 | pddl_planner.llm | DEBUG | Substitution: {?b2: red, ?b1: ?V40} between "is on top of(?V40, red)" and "block  is directly above block(?b1, ?b2)"
2026-03-28 21:09:01,328 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [?b2, ?b1]
2026-03-28 21:09:01,328 | pddl_planner.llm | DEBUG | Permutation: (red, ?V40) for keys [?b2, ?b1]
2026-03-28 21:09:01,328 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "?V40 is on top of red" vs "block ?V40 is directly above block red"
2026-03-28 21:09:01,328 | pddl_planner.llm | INFO | Entailment vote: "?V40 is on top of red" entailed by "block ?V40 is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:01,328 | pddl_planner.llm | INFO | Entailment found: "is on top of(?V40, red)" -> "block  is directly above block"
2026-03-28 21:09:01,328 | pddl_planner.planner | INFO | Predicate "orange is on top of ?V59" (name="is on top of") not in domain — attempting LLM entailment
2026-03-28 21:09:01,328 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of ?V59"
2026-03-28 21:09:01,329 | pddl_planner.llm | DEBUG | Substitution: {?b2: ?V59, ?b1: orange} between "is on top of(orange, ?V59)" and "block  is directly above block(?b1, ?b2)"
2026-03-28 21:09:01,329 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [?b2, ?b1]
2026-03-28 21:09:01,329 | pddl_planner.llm | DEBUG | Permutation: (orange, ?V59) for keys [?b2, ?b1]
2026-03-28 21:09:01,329 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of ?V59" vs "block ?V59 is directly above block orange"
2026-03-28 21:09:01,329 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of ?V59" entailed by "block ?V59 is directly above block orange"? 1/5 yes ([False, False, False, False, True])
2026-03-28 21:09:01,329 | pddl_planner.llm | DEBUG | Permutation: (?V59, orange) for keys [?b2, ?b1]
2026-03-28 21:09:01,329 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of ?V59" vs "block orange is directly above block ?V59"
2026-03-28 21:09:01,329 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of ?V59" entailed by "block orange is directly above block ?V59"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:01,329 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, ?V59)" -> "block  is directly above block"
2026-03-28 21:09:01,334 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:01,334 | pddl_planner.llm | DEBUG | Substitution: {?V59: red} between "is on top of(orange, red)" and "block  is directly above block(orange, ?V59)"
2026-03-28 21:09:01,334 | pddl_planner.llm | DEBUG | Permutation: (red,) for keys [?V59]
2026-03-28 21:09:01,335 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:01,335 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:01,335 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:01,335 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:01,335 | pddl_planner.llm | DEBUG | Substitution: {} between "is on top of(orange, red)" and "block  is directly above block(orange, red)"
2026-03-28 21:09:01,335 | pddl_planner.llm | DEBUG | Permutation: () for keys []
2026-03-28 21:09:01,335 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:01,335 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:01,335 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:01,336 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:01,336 | pddl_planner.llm | DEBUG | Substitution: {?V40: orange} between "is on top of(orange, red)" and "block  is directly above block(?V40, red)"
2026-03-28 21:09:01,336 | pddl_planner.llm | DEBUG | Permutation: (orange,) for keys [?V40]
2026-03-28 21:09:01,336 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:01,336 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:01,336 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:01,337 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:01,337 | pddl_planner.llm | DEBUG | Substitution: {?V59: red} between "is on top of(orange, red)" and "block  is directly above block(orange, ?V59)"
2026-03-28 21:09:01,337 | pddl_planner.llm | DEBUG | Permutation: (red,) for keys [?V59]
2026-03-28 21:09:01,337 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:01,337 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:01,337 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:01,338 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:01,339 | pddl_planner.llm | DEBUG | Substitution: {?V40: orange} between "is on top of(orange, red)" and "block  is directly above block(?V40, red)"
2026-03-28 21:09:01,339 | pddl_planner.llm | DEBUG | Permutation: (orange,) for keys [?V40]
2026-03-28 21:09:01,339 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:01,339 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:01,339 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:01,339 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:01,339 | pddl_planner.llm | DEBUG | Substitution: {?V59: red} between "is on top of(orange, red)" and "block  is directly above block(orange, ?V59)"
2026-03-28 21:09:01,339 | pddl_planner.llm | DEBUG | Permutation: (red,) for keys [?V59]
2026-03-28 21:09:01,340 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:01,340 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:01,340 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:01,341 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:01,341 | pddl_planner.llm | DEBUG | Substitution: {?V40: orange} between "is on top of(orange, red)" and "block  is directly above block(?V40, red)"
2026-03-28 21:09:01,341 | pddl_planner.llm | DEBUG | Permutation: (orange,) for keys [?V40]
2026-03-28 21:09:01,341 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:01,341 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:01,341 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:01,342 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:01,342 | pddl_planner.llm | DEBUG | Substitution: {?V59: red} between "is on top of(orange, red)" and "block  is directly above block(orange, ?V59)"
2026-03-28 21:09:01,342 | pddl_planner.llm | DEBUG | Permutation: (red,) for keys [?V59]
2026-03-28 21:09:01,342 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:01,342 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:01,342 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:01,347 | pddl_planner.planner | INFO | Predicate "?V40 is on top of red" (name="is on top of") not in domain — attempting LLM entailment
2026-03-28 21:09:01,347 | pddl_planner.llm | INFO | Checking entailment for "?V40 is on top of red"
2026-03-28 21:09:01,348 | pddl_planner.llm | DEBUG | Substitution: {?b2: red, ?b1: ?V40} between "is on top of(?V40, red)" and "block  is directly above block(?b1, ?b2)"
2026-03-28 21:09:01,348 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [?b2, ?b1]
2026-03-28 21:09:01,348 | pddl_planner.llm | DEBUG | Permutation: (red, ?V40) for keys [?b2, ?b1]
2026-03-28 21:09:01,348 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "?V40 is on top of red" vs "block ?V40 is directly above block red"
2026-03-28 21:09:01,348 | pddl_planner.llm | INFO | Entailment vote: "?V40 is on top of red" entailed by "block ?V40 is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:01,348 | pddl_planner.llm | INFO | Entailment found: "is on top of(?V40, red)" -> "block  is directly above block"
2026-03-28 21:09:01,349 | pddl_planner.planner | INFO | Predicate "orange is on top of ?V59" (name="is on top of") not in domain — attempting LLM entailment
2026-03-28 21:09:01,349 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of ?V59"
2026-03-28 21:09:01,349 | pddl_planner.llm | DEBUG | Substitution: {?b2: ?V59, ?b1: orange} between "is on top of(orange, ?V59)" and "block  is directly above block(?b1, ?b2)"
2026-03-28 21:09:01,349 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [?b2, ?b1]
2026-03-28 21:09:01,349 | pddl_planner.llm | DEBUG | Permutation: (orange, ?V59) for keys [?b2, ?b1]
